tradition_type,name,slot,description_raw,description_clean
TRADITION_MAJAPAHIT_SYNCRETISM_MODERN,Subak II,Tradition,+4 [icon:YIELD_FOOD] on [icon:CITY_URBAN] [TIP:LOC_PEDIA_CONCEPTS_DISTRICT_TOOLTIP]Quarters[/TIP] on or adjacent to [icon:CITY_UNIMPROVED] Coast. +15% [icon:GROWTH_RATE] [TIP:LOC_PEDIA_CONCEPTS_GROWTH_RATE_TOOLTIP]Growth Rate[/TIP] in [TIP:LOC_PEDIA_CONCEPTS_SETTLEMENT_TOOLTIP]Settlements[/TIP] adjacent to [icon:CITY_UNIMPROVED] Coast.,+4 Food on Quarters on or adjacent to Coast. +15% Growth Rate in Settlements adjacent to Coast.
TRADITION_MARAKKALAM,Marakkalam,Tradition,+1 [icon:NAR_REW_COMBAT] [TIP:LOC_PEDIA_CONCEPTS_COMBAT_STRENGTH_TOOLTIP]Combat Strength[/TIP] for Naval Units for every other Civilization with which you have a [icon:TRADE_ROUTE] [TIP:LOC_PEDIA_CONCEPTS_TRADE_ROUTE_TOOLTIP]Trade Route[/TIP]. +1 [icon:Action_Move] Movement and [icon:Action_Showall] [TIP:LOC_PEDIA_CONCEPTS_SIGHT_TOOLTIP]Sight[/TIP] for Heavy Naval Units.,+1 Combat Strength for Naval Units for every other Civilization with which you have a Trade Route. +1 Movement and Sight for Heavy Naval Units.
TRADITION_MARITIME_LAW,Maritime Law,Policy,+30% [icon:YIELD_PRODUCTION] towards training [TIP:LOC_PEDIA_CONCEPTS_NAVAL_UNITS_TOOLTIP]Naval Units[/TIP].,+30% Production towards training Naval Units.
TRADITION_MARTIAL_LAW,Martial Law,Policy,[icon:YIELD_TOWNS] [TIP:LOC_PEDIA_CONCEPTS_TOWN_TOOLTIP]Towns[/TIP] gain [icon:YIELD_PRODUCTION] equal to your [icon:ATTRIBUTE_MILITARISTIC] Militaristic [TIP:LOC_PEDIA_CONCEPTS_ATTRIBUTE_TOOLTIP]Attribute[/TIP]. -5 [icon:YIELD_HAPPINESS] in [icon:YIELD_CITIES] [TIP:LOC_PEDIA_CONCEPTS_CITIES_TOOLTIP]Cities[/TIP].,Towns gain Production equal to your Militaristic Attribute. -5 Happiness in Cities.
TRADITION_MATERIEL,Materiel,Policy,+10 [icon:Action_Heal] Healing for Units. +1 [icon:Action_Move] Movement for Armies and Fleets.,+10 Healing for Units. +1 Movement for Armies and Fleets.
TRADITION_MAURYA_SYNCRETISM_EXPLORATION,Chhatrapati I,Tradition,"+2 [icon:YIELD_Production] and [icon:YIELD_SCIENCE] on the [TIP:LOC_PEDIA_CONCEPTS_PALACE_TOOLTIP]Palace[/TIP] and on City Halls in [TIP:LOC_PEDIA_CONCEPTS_SETTLEMENT_TOOLTIP]Captured Settlements[/TIP] from any Age, doubled while in a [icon:CELEBRATION] [TIP:LOC_PEDIA_CONCEPTS_CELEBRATIONS_TOOLTIP]Celebration[/TIP].","+2 and Science on the Palace and on City Halls in Captured Settlements from any Age, doubled while in a Celebration."
TRADITION_MAURYA_SYNCRETISM_MODERN,Chhatrapati II,Tradition,"+3 [icon:YIELD_Production] and [icon:YIELD_SCIENCE] on the [TIP:LOC_PEDIA_CONCEPTS_PALACE_TOOLTIP]Palace[/TIP] and on City Halls in [TIP:LOC_PEDIA_CONCEPTS_SETTLEMENT_TOOLTIP]Captured Settlements[/TIP] from any Age, doubled while in a [icon:CELEBRATION] [TIP:LOC_PEDIA_CONCEPTS_CELEBRATIONS_TOOLTIP]Celebration[/TIP].","+3 and Science on the Palace and on City Halls in Captured Settlements from any Age, doubled while in a Celebration."
TRADITION_MAYA_SYNCRETISM_EXPLORATION,Milpa I,Tradition,+2 [icon:YIELD_SCIENCE] on Science [TIP:LOC_PEDIA_CONCEPTS_BUILDINGS_TOOLTIP]Buildings[/TIP] placed on [icon:CITY_UNIMPROVED] [TIP:LOC_PEDIA_CONCEPTS_VEGETATED_TERRAIN_TOOLTIP]Vegetated Terrain[/TIP].,+2 Science on Science Buildings placed on Vegetated Terrain.
TRADITION_MAYA_SYNCRETISM_MODERN,Milpa II,Tradition,+2 [icon:YIELD_SCIENCE] on Happiness and Science [TIP:LOC_PEDIA_CONCEPTS_BUILDINGS_TOOLTIP]Buildings[/TIP] placed on [icon:CITY_UNIMPROVED] [TIP:LOC_PEDIA_CONCEPTS_VEGETATED_TERRAIN_TOOLTIP]Vegetated Terrain[/TIP].,+2 Science on Happiness and Science Buildings placed on Vegetated Terrain.
TRADITION_MAYURASANA_I,Mayūrāsana I,Tradition,"+5% [icon:YIELD_GOLD] towards purchasing Units, [TIP:LOC_PEDIA_CONCEPTS_IMPROVEMENT_TOOLTIP]Improvements[/TIP], [TIP:LOC_PEDIA_CONCEPTS_BUILDINGS_TOOLTIP]Buildings[/TIP], and [icon:WONDER] [TIP:LOC_PEDIA_CONCEPTS_WONDERS_TOOLTIP]Wonders[/TIP].","+5% Gold towards purchasing Units, Improvements, Buildings, and Wonders."
TRADITION_MAYURASANA_II,Mayūrāsana II,Tradition,"+10% [icon:YIELD_GOLD] towards purchasing Units, [TIP:LOC_PEDIA_CONCEPTS_IMPROVEMENT_TOOLTIP]Improvements[/TIP], [TIP:LOC_PEDIA_CONCEPTS_BUILDINGS_TOOLTIP]Buildings[/TIP], and [icon:WONDER] [TIP:LOC_PEDIA_CONCEPTS_WONDERS_TOOLTIP]Wonders[/TIP].","+10% Gold towards purchasing Units, Improvements, Buildings, and Wonders."
TRADITION_MAY_THIS_PLEASE_THE_PEOPLE_I,May This Please The People I,Tradition,+2 [icon:YIELD_CULTURE] on [icon:RADIAL_RESOURCES] [TIP:LOC_PEDIA_CONCEPTS_RESOURCES_TOOLTIP]Resources[/TIP] on or adjacent to Coast.,+2 Culture on Resources on or adjacent to Coast.
TRADITION_MAY_THIS_PLEASE_THE_PEOPLE_II,May This Please The People II,Tradition,+3 [icon:YIELD_CULTURE] on [icon:RADIAL_RESOURCES] [TIP:LOC_PEDIA_CONCEPTS_RESOURCES_TOOLTIP]Resources[/TIP] on or adjacent to Coast.,+3 Culture on Resources on or adjacent to Coast.
TRADITION_MEDIATIZATION,Mediatization,Tradition,+10% [icon:YIELD_CULTURE] in [TIP:LOC_PEDIA_CONCEPTS_SETTLEMENT_TOOLTIP]Captured Settlements[/TIP] from any Age.,+10% Culture in Captured Settlements from any Age.
TRADITION_MEDICINE,Medicine,Policy,Units gain +5 [icon:Action_Heal] Healing.,Units gain +5 Healing.
TRADITION_MEIJI_SYNCRETISM_ANTIQUITY,Kimi I,Tradition,+1 [icon:YIELD_SCIENCE] for every [TIP:LOC_PEDIA_CONCEPTS_EMPIRE_RESOURCES_TOOLTIP]Empire Resource[/TIP].,+1 Science for every Empire Resource.
TRADITION_MEIJI_SYNCRETISM_EXPLORATION,Kimi II,Tradition,+1 [icon:YIELD_SCIENCE] for every [TIP:LOC_PEDIA_CONCEPTS_EMPIRE_RESOURCES_TOOLTIP]Empire Resource[/TIP]. +1 [icon:YIELD_SCIENCE] in [icon:YIELD_CITIES] [TIP:LOC_PEDIA_CONCEPTS_CITIES_TOOLTIP]Cities[/TIP] adjacent to Coast for every [icon:RADIAL_RESOURCES] [TIP:LOC_PEDIA_CONCEPTS_RESOURCES_TOOLTIP]Resource[/TIP] assigned to them.,+1 Science for every Empire Resource. +1 Science in Cities adjacent to Coast for every Resource assigned to them.
TRADITION_MERRY_LIFE_AND_A_SHORT_ONE,Merry Life and a Short One,Tradition,"When you defeat a [TIP:LOC_PEDIA_CONCEPTS_SUPPORT_UNIT_TOOLTIP]Support Unit[/TIP], gain [icon:YIELD_GOLD] Gold equal to the Unit’s [icon:YIELD_PRODUCTION] Production cost. When you defeat a [TIP:LOC_PEDIA_CONCEPTS_NAVAL_UNITS_TOOLTIP]Naval Unit[/TIP], gain [icon:YIELD_GOLD] Gold equal to 25% of the Unit’s [icon:YIELD_PRODUCTION] Production cost.","When you defeat a Support Unit, gain Gold equal to the Unit’s Production cost. When you defeat a Naval Unit, gain Gold equal to 25% of the Unit’s Production cost."
TRADITION_METROPOLE,Metropole,Policy,+1 [icon:RADIAL_RESOURCES] [TIP:LOC_PEDIA_CONCEPTS_RESOURCE_CAPACITY_TOOLTIP]Resource Capacity[/TIP] in all [icon:YIELD_CITIES] [TIP:LOC_PEDIA_CONCEPTS_CITIES_TOOLTIP]Cities[/TIP] in [TIP:LOC_PEDIA_CONCEPTS_HOMELANDS_TOOLTIP]Homelands[/TIP]. +10 Range for all [icon:TRADE_ROUTE] [TIP:LOC_PEDIA_CONCEPTS_TRADE_ROUTE_TOOLTIP]Trade Routes[/TIP].,+1 Resource Capacity in all Cities in Homelands. +10 Range for all Trade Routes.
TRADITION_MEXICO_SYNCRETISM_ANTIQUITY,Campesinos I,Tradition,+2 [icon:YIELD_HAPPINESS] in the [icon:NOTIFICATION_SELECT_CAPITAL] [TIP:LOC_PEDIA_CONCEPTS_CAPITAL_TOOLTIP]Capital[/TIP]. +5 to all Yields in the [icon:NOTIFICATION_SELECT_CAPITAL] Capital during a [icon:CELEBRATION] [TIP:LOC_PEDIA_CONCEPTS_CELEBRATIONS_TOOLTIP]Celebration[/TIP].,+2 Happiness in the Capital. +5 to all Yields in the Capital during a Celebration.
TRADITION_MEXICO_SYNCRETISM_EXPLORATION,Campesinos II,Tradition,+4 [icon:YIELD_HAPPINESS] in the [icon:NOTIFICATION_SELECT_CAPITAL] [TIP:LOC_PEDIA_CONCEPTS_CAPITAL_TOOLTIP]Capital[/TIP]. +10 to all Yields in the [icon:NOTIFICATION_SELECT_CAPITAL] Capital during a [icon:CELEBRATION] [TIP:LOC_PEDIA_CONCEPTS_CELEBRATIONS_TOOLTIP]Celebration[/TIP].,+4 Happiness in the Capital. +10 to all Yields in the Capital during a Celebration.
TRADITION_MIASMA,Miasma,Tradition,Gain 1 [icon:UNIT_MIGRANT] Migrant when a [icon:YIELD_CITIES] [TIP:LOC_PEDIA_CONCEPTS_CITIES_TOOLTIP]City[/TIP] is [icon:YIELD_PLAGUE] [TIP:LOC_PEDIA_CONCEPTS_INFECTED_TOOLTIP]Infected[/TIP] but -25% [icon:GROWTH_RATE] [TIP:LOC_PEDIA_CONCEPTS_GROWTH_RATE_TOOLTIP]Growth Rate[/TIP] in [icon:YIELD_CITIES] [TIP:LOC_PEDIA_CONCEPTS_CITIES_TOOLTIP]Cities[/TIP].,Gain 1 Migrant when a City is Infected but -25% Growth Rate in Cities.
TRADITION_MIHISTU,Miḫiṣtu I,Tradition,+25% [icon:YIELD_PRODUCTION] Production towards constructing [icon:CITY_BUILDING_LIST] [TIP:LOC_PEDIA_CONCEPTS_BUILDINGS_TOOLTIP]Buildings[/TIP] and [icon:WONDER] [TIP:LOC_PEDIA_CONCEPTS_WONDERS_TOOLTIP]Wonders[/TIP] with a [icon:NAR_REW_GREATWORK] [TIP:LOC_PEDIA_CONCEPTS_GREAT_WORKS_TOOLTIP]Great Work[/TIP] slot.,+25% Production towards constructing Buildings and Wonders with a Great Work slot.
TRADITION_MIHISTU_II,Miḫiṣtu II,Tradition,+25% [icon:YIELD_PRODUCTION] Production towards constructing [icon:CITY_BUILDING_LIST] Buildings and [icon:WONDER] Wonders with a [icon:GREATWORK] Great Work slot. +2 [icon:YIELD_SCIENCE] Science on displayed [icon:GREATWORK] Great Works.,+25% Production towards constructing Buildings and Wonders with a Great Work slot. +2 Science on displayed Great Works.
TRADITION_MILITARY_INDUSTRIAL_COMPLEX,Military-Industrial Complex,Policy,"+50% [icon:YIELD_PRODUCTION] towards training all [TIP:LOC_PEDIA_CONCEPTS_MILITARY_UNIT_TOOLTIP]Military Units[/TIP], but +1 [icon:YIELD_GOLD] [TIP:LOC_PEDIA_CONCEPTS_MAINTENANCE_TOOLTIP]Maintenance[/TIP] for all Units.","+50% Production towards training all Military Units, but +1 Gold Maintenance for all Units."
TRADITION_MING_SYNCRETISM_ANTIQUITY,Chaogong I,Tradition,+1 [icon:YIELD_DIPLOMACY] Influence for each [icon:RADIAL_RESOURCES] Resource slotted into your [icon:NOTIFICATION_SELECT_CAPITAL] Capital.,+1 Influence for each Resource slotted into your Capital.
TRADITION_MING_SYNCRETISM_MODERN,Chaogong II,Tradition,+2 [icon:YIELD_DIPLOMACY] Influence for each [icon:RADIAL_RESOURCES] Resource slotted into your [icon:NOTIFICATION_SELECT_CAPITAL] Capital.,+2 Influence for each Resource slotted into your Capital.
TRADITION_MIRACLES_OF_THE_TWINS_I,Miracles of the Twins I,Tradition,"All Units gain the Poison ability, +3 [icon:NAR_REW_COMBAT] [TIP:LOC_PEDIA_CONCEPTS_COMBAT_STRENGTH_TOOLTIP]Combat Strength[/TIP] against [icon:DAMAGED] Wounded Units. [icon:UNIT_SCOUT] Scouts and Ranged Units gain [TIP:LOC_PEDIA_CONCEPTS_STEALTH_TOOLTIP]Stealth[/TIP] in [icon:CITY_UNIMPROVED] [TIP:LOC_PEDIA_CONCEPTS_VEGETATED_TERRAIN_TOOLTIP]Vegetated Terrain[/TIP].","All Units gain the Poison ability, +3 Combat Strength against Wounded Units. Scouts and Ranged Units gain Stealth in Vegetated Terrain."
TRADITION_MIRACLES_OF_THE_TWINS_II,Miracles of the Twins II,Tradition,"All Units gain the Poison ability, +3 [icon:NAR_REW_COMBAT] [TIP:LOC_PEDIA_CONCEPTS_COMBAT_STRENGTH_TOOLTIP]Combat Strength[/TIP] against [icon:DAMAGED] Wounded Units. [icon:UNIT_SCOUT] Scouts and Ranged Units gain [TIP:LOC_PEDIA_CONCEPTS_STEALTH_TOOLTIP]Stealth[/TIP] in [icon:CITY_UNIMPROVED] [TIP:LOC_PEDIA_CONCEPTS_VEGETATED_TERRAIN_TOOLTIP]Vegetated Terrain[/TIP]. Ranged Units ignore Vegetation for [icon:UNIT_MOVEMENT_ICON] Movement.","All Units gain the Poison ability, +3 Combat Strength against Wounded Units. Scouts and Ranged Units gain Stealth in Vegetated Terrain. Ranged Units ignore Vegetation for Movement."
TRADITION_MISSISSIPPIAN_SYNCRETISM_EXPLORATION,Sacrificial Effigies I,Tradition,Ranged Units apply the [icon:PLOT_BURNING] [TIP:LOC_PEDIA_CONCEPTS_BURNING_TOOLTIP]Burning[/TIP] status to tiles for 2 turns when attacking.,Ranged Units apply the Burning status to tiles for 2 turns when attacking.
TRADITION_MISSISSIPPIAN_SYNCRETISM_MODERN,Sacrificial Effigies II,Tradition,Ranged Units apply the [icon:PLOT_BURNING] [TIP:LOC_PEDIA_CONCEPTS_BURNING_TOOLTIP]Burning[/TIP] status to tiles for 2 turns when attacking. +50 [icon:YIELD_GOLD] per [icon:RADIAL_RESOURCES] Resource on [icon:ROUTE_TRADE] Trade Route creation. Scales by Gamespeed.,Ranged Units apply the Burning status to tiles for 2 turns when attacking. +50 Gold per Resource on Trade Route creation. Scales by Gamespeed.
TRADITION_MONGOLIA_SYNCRETISM_ANTIQUITY,Jarugachi I,Tradition,"+1 [icon:YIELD_DIPLOMACY] and [icon:YIELD_PRODUCTION] on [icon:RADIAL_RESOURCES] [TIP:LOC_PEDIA_CONCEPTS_RESOURCES_TOOLTIP]Horse Resources[/TIP], doubled in [TIP:LOC_PEDIA_CONCEPTS_SETTLEMENT_TOOLTIP]Captured Settlements[/TIP] from any Age.","+1 Influence and Production on Horse Resources, doubled in Captured Settlements from any Age."
TRADITION_MONGOLIA_SYNCRETISM_MODERN,Jarugachi II,Tradition,"+2 [icon:YIELD_DIPLOMACY] and [icon:YIELD_PRODUCTION] on [icon:RADIAL_RESOURCES] [TIP:LOC_PEDIA_CONCEPTS_RESOURCES_TOOLTIP]Horse Resources[/TIP], doubled in [TIP:LOC_PEDIA_CONCEPTS_SETTLEMENT_TOOLTIP]Captured Settlements[/TIP] from any Age. +50% [icon:NAR_REW_COMBAT] [TIP:LOC_PEDIA_CONCEPTS_COMBAT_STRENGTH_TOOLTIP]Combat Strength[/TIP] from [TIP:LOC_PEDIA_CONCEPTS_FLANKING_TOOLTIP]Flanking[/TIP] for [TIP:LOC_PEDIA_CONCEPTS_CAVALRY_UNITS_TOOLTIP]Cavalry Units[/TIP].","+2 Influence and Production on Horse Resources, doubled in Captured Settlements from any Age. +50% Combat Strength from Flanking for Cavalry Units."
TRADITION_MONOPOLIES,Monopolies,Policy,+5 [icon:YIELD_GOLD] and +1 [icon:RADIAL_RESOURCES] [TIP:LOC_PEDIA_CONCEPTS_RESOURCE_CAPACITY_TOOLTIP]Resource Capacity[/TIP] in [TIP:LOC_PEDIA_CONCEPTS_SETTLEMENT_TOOLTIP]Settlements[/TIP] with a Factory.,+5 Gold and +1 Resource Capacity in Settlements with a Factory.
TRADITION_MONTHON_I,Monthon I,Tradition,+3 [icon:YIELD_GOLD] on the Palace for each [icon:CITYSTATE] [TIP:LOC_PEDIA_CONCEPTS_CITY_STATE_TOOLTIP]City-State[/TIP] you are [TIP:LOC_PEDIA_CONCEPTS_SUZERAIN_TOOLTIP]Suzerain[/TIP] of.,+3 Gold on the Palace for each City-State you are Suzerain of.
TRADITION_MONTHON_II,Monthon II,Tradition,+5 [icon:YIELD_GOLD] and +3 [icon:YIELD_CULTURE] on the Palace for each [icon:CITYSTATE] [TIP:LOC_PEDIA_CONCEPTS_CITY_STATE_TOOLTIP]City-State[/TIP] you are [TIP:LOC_PEDIA_CONCEPTS_SUZERAIN_TOOLTIP]Suzerain[/TIP] of.,+5 Gold and +3 Culture on the Palace for each City-State you are Suzerain of.
TRADITION_MO_ATTRIBUTE_CULTURAL_01,Romanticism,Tradition,+2 [icon:YIELD_CULTURE] on [icon:CITY_UNIMPROVED] [TIP:LOC_PEDIA_CONCEPTS_APPEAL_TOOLTIP]Appealing[/TIP] Terrain.,+2 Culture on Appealing Terrain.
TRADITION_MO_ATTRIBUTE_DIPLOMATIC_01_HAPPINESS,Vaudeville,Tradition,Double the base yield of Happiness [TIP:LOC_PEDIA_CONCEPTS_BUILDINGS_TOOLTIP]Buildings[/TIP].,Double the base yield of Happiness Buildings.
TRADITION_MO_ATTRIBUTE_DIPLOMATIC_01_INFLUENCE,The Great Game,Tradition,+40% [icon:YIELD_DIPLOMACY] towards initiating [icon:SANCTIONS] [TIP:LOC_PEDIA_CONCEPTS_SANCTION_TOOLTIP]Sanctions[/TIP]. +3 [icon:YIELD_GOLD] from active [icon:SANCTIONS] Sanctions you started.,+40% Influence towards initiating Sanctions. +3 Gold from active Sanctions you started.
TRADITION_MO_ATTRIBUTE_ECONOMIC_01,Gold Standard,Tradition,Double the base yield of Gold [TIP:LOC_PEDIA_CONCEPTS_BUILDINGS_TOOLTIP]Buildings[/TIP].,Double the base yield of Gold Buildings.
TRADITION_MO_ATTRIBUTE_EXPANSIONIST_01_TALL,Developmentalism,Tradition,[icon:YIELD_WAREHOUSE] Production [TIP:LOC_PEDIA_CONCEPTS_WAREHOUSE_TOOLTIP]Warehouse[/TIP] [TIP:LOC_PEDIA_CONCEPTS_BUILDINGS_TOOLTIP]Buildings[/TIP] in [icon:YIELD_CITIES] [TIP:LOC_PEDIA_CONCEPTS_CITIES_TOOLTIP]Cities[/TIP] gain a +1 [icon:YIELD_PRODUCTION] Production Adjacency for [icon:CITY_URBAN] [TIP:LOC_PEDIA_CONCEPTS_DISTRICT_TOOLTIP]Districts[/TIP].,Warehouse Production Warehouse Buildings in Cities gain a +1 Production Adjacency for Districts.
TRADITION_MO_ATTRIBUTE_EXPANSIONIST_01_WIDE,Industrial Agriculture,Tradition,[icon:YIELD_WAREHOUSE] Production [TIP:LOC_PEDIA_CONCEPTS_WAREHOUSE_TOOLTIP]Warehouse[/TIP] [TIP:LOC_PEDIA_CONCEPTS_BUILDINGS_TOOLTIP]Buildings[/TIP] in [icon:YIELD_TOWNS] [TIP:LOC_PEDIA_CONCEPTS_TOWN_TOOLTIP]Towns[/TIP] gain a +1 [icon:YIELD_PRODUCTION] Production Adjacency for [icon:CITY_RURAL] [TIP:LOC_PEDIA_CONCEPTS_IMPROVEMENT_TOOLTIP]Improvements[/TIP].,Warehouse Production Warehouse Buildings in Towns gain a +1 Production Adjacency for Improvements.
TRADITION_MO_ATTRIBUTE_MILITARISTIC_01,Force Structuring,Tradition,+25% [icon:YIELD_PRODUCTION] towards constructing Military [TIP:LOC_PEDIA_CONCEPTS_BUILDINGS_TOOLTIP]Buildings[/TIP].,+25% Production towards constructing Military Buildings.
TRADITION_MO_ATTRIBUTE_SCIENTIFIC_01,Location Theory,Tradition,+5% [icon:YIELD_PRODUCTION] towards [icon:DEFAULT_PROJECT] [TIP:LOC_PEDIA_CONCEPTS_PROJECTS_TOOLTIP]Projects[/TIP] for every [icon:RADIAL_TECH] [TIP:LOC_PEDIA_CONCEPTS_TECH_MASTERY_TOOLTIP]Tech Mastery[/TIP] completed in an [TIP:LOC_PEDIA_CONCEPTS_AGE_TOOLTIP]Age[/TIP].,+5% Production towards Projects for every Tech Mastery completed in an Age.
TRADITION_MUD_BRICK_I,Mud Brick I,Tradition,+1 [icon:YIELD_PRODUCTION] Production on the Caravanserai in [TIP:LOC_PEDIA_CONCEPTS_SETTLEMENT_TOOLTIP]Settlements[/TIP] with a [icon:YIELD_GOLD] Gold Building and in Mining [icon:YIELD_TOWNS] [TIP:LOC_PEDIA_CONCEPTS_TOWN_TOOLTIP]Towns[/TIP] and Trade Outposts.,+1 Production on the Caravanserai in Settlements with a Gold Building and in Mining Towns and Trade Outposts.
TRADITION_MUD_BRICK_II,Mud Brick II,Tradition,+2 [icon:YIELD_PRODUCTION] Production on the Caravanserai in [TIP:LOC_PEDIA_CONCEPTS_SETTLEMENT_TOOLTIP]Settlements[/TIP] with a [icon:YIELD_GOLD] Gold Building and in Mining [icon:YIELD_TOWNS] [TIP:LOC_PEDIA_CONCEPTS_TOWN_TOOLTIP]Towns[/TIP] and Trade Outposts.,+2 Production on the Caravanserai in Settlements with a Gold Building and in Mining Towns and Trade Outposts.
TRADITION_MUGHAL_SYNCRETISM_ANTIQUITY,Karkhanas I,Tradition,"+1 [icon:YIELD_GOLD] on Farms in [icon:YIELD_TOWNS] [TIP:LOC_PEDIA_CONCEPTS_TOWN_TOOLTIP]Towns[/TIP], [icon:YIELD_WAREHOUSE] Warehouse Bonus.","+1 Gold on Farms in Towns, Warehouse Bonus."
TRADITION_MUGHAL_SYNCRETISM_EXPLORATION,Karkhanas II,Tradition,"+2 [icon:YIELD_GOLD] on Farms in [icon:YIELD_TOWNS] [TIP:LOC_PEDIA_CONCEPTS_TOWN_TOOLTIP]Towns[/TIP], [icon:YIELD_WAREHOUSE] Warehouse Bonus.","+2 Gold on Farms in Towns, Warehouse Bonus."
TRADITION_NATIONAL_PRESTIGE,National Prestige,Tradition,+10% [icon:YIELD_DIPLOMACY] towards initiating [icon:DIPLOMATIC_ACTION] Diplomatic Actions per displayed [icon:NAR_REW_GREATWORK] Artifact while at [icon:WAR] War with a Leader with an opposing [icon:NOTIFICATION_IDEOLOGY_CHOSEN] Ideology.,+10% Influence towards initiating Diplomatic Actions per displayed Artifact while at War with a Leader with an opposing Ideology.
TRADITION_NAUKOGRAD,Naukograd,Policy,[icon:YIELD_TOWNS] [TIP:LOC_PEDIA_CONCEPTS_TOWN_TOOLTIP]Towns[/TIP] gain [icon:YIELD_SCIENCE] equal to your [icon:ATTRIBUTE_SCIENTIFIC] Scientific [TIP:LOC_PEDIA_CONCEPTS_ATTRIBUTE_TOOLTIP]Attribute[/TIP]. -5 [icon:YIELD_CULTURE] in [icon:YIELD_CITIES] [TIP:LOC_PEDIA_CONCEPTS_CITIES_TOOLTIP]Cities[/TIP].,Towns gain Science equal to your Scientific Attribute. -5 Culture in Cities.
TRADITION_NEGARAKERTAGAMA_I,Negarakertagama I,Tradition,+33% [icon:YIELD_FOOD] towards maintaining [icon:SPECIALIST] [TIP:LOC_PEDIA_CONCEPTS_SPECIALIST_TOOLTIP]Specialists[/TIP].,+33% Food towards maintaining Specialists.
TRADITION_NEGARAKERTAGAMA_II,Negarakertagama II,Tradition,+33% [icon:YIELD_FOOD] towards maintaining [icon:SPECIALIST] [TIP:LOC_PEDIA_CONCEPTS_SPECIALIST_TOOLTIP]Specialists[/TIP]. +4 [icon:YIELD_CULTURE] on [icon:CITY_URBAN] [TIP:LOC_PEDIA_CONCEPTS_DISTRICT_TOOLTIP]Quarters[/TIP] on or adjacent to [icon:CITY_UNIMPROVED] Coast.,+33% Food towards maintaining Specialists. +4 Culture on Quarters on or adjacent to Coast.
TRADITION_NEPAL_SYNCRETISM_ANTIQUITY,Kumar and Kumari I,Tradition,+1 [icon:YIELD_CULTURE] Culture on [icon:YIELD_WAREHOUSE] [TIP:LOC_PEDIA_CONCEPTS_WAREHOUSE_TOOLTIP]Warehouse Buildings[/TIP]. +1 [icon:YIELD_DIPLOMACY] Influence on Mountains.,+1 Culture on Warehouse Buildings. +1 Influence on Mountains.
TRADITION_NEPAL_SYNCRETISM_EXPLORATION,Kumar and Kumari II,Tradition,+2 [icon:YIELD_CULTURE] Culture on [icon:YIELD_WAREHOUSE] [TIP:LOC_PEDIA_CONCEPTS_WAREHOUSE_TOOLTIP]Warehouse Buildings[/TIP]. +1 [icon:YIELD_DIPLOMACY] Influence on Mountains.,+2 Culture on Warehouse Buildings. +1 Influence on Mountains.
TRADITION_NEW_DEAL,New Deal,Policy,+30% [icon:YIELD_PRODUCTION] towards constructing [icon:WONDER] [TIP:LOC_PEDIA_CONCEPTS_WONDERS_TOOLTIP]Wonders[/TIP].,+30% Production towards constructing Wonders.
TRADITION_NGATU_I,Ngatu I,Tradition,"+100% [icon:YIELD_DIPLOMACY] Influence towards the initiating and supporting the [icon:PROJECT] Befriend Independent Project, if the [icon:INDEPENDENT_POWER] Independent Power is in [TIP:LOC_PEDIA_CONCEPTS_DISTANT_LANDS_TOOLTIP]Distant Lands[/TIP].","+100% Influence towards the initiating and supporting the Befriend Independent Project, if the Independent Power is in Distant Lands."
TRADITION_NGATU_II,Ngatu II,Tradition,"+100% [icon:YIELD_DIPLOMACY] Influence towards the initiating and supporting the [icon:PROJECT] Befriend Independent Project, if the [icon:INDEPENDENT_POWER] Independent Power is in [TIP:LOC_PEDIA_CONCEPTS_DISTANT_LANDS_TOOLTIP]Distant Lands[/TIP]. +100% [icon:YIELD_DIPLOMACY] Influence towards all [icon:CITYSTATE] City-State Actions if the City-State is in [TIP:LOC_PEDIA_CONCEPTS_DISTANT_LANDS_TOOLTIP]Distant Lands[/TIP].","+100% Influence towards the initiating and supporting the Befriend Independent Project, if the Independent Power is in Distant Lands. +100% Influence towards all City-State Actions if the City-State is in Distant Lands."
TRADITION_NG_OMA_I,Ng'oma I,Tradition,+4 [icon:NAR_REW_COMBAT] [TIP:LOC_PEDIA_CONCEPTS_COMBAT_STRENGTH_TOOLTIP]Combat Strength[/TIP] for Units that are on or adjacent to a Lake. +1 [icon:UNIT_MOVEMENT_ICON] Movement for embarked Units.,+4 Combat Strength for Units that are on or adjacent to a Lake. +1 Movement for embarked Units.
TRADITION_NG_OMA_II,Ng'oma II,Tradition,+8 [icon:NAR_REW_COMBAT] [TIP:LOC_PEDIA_CONCEPTS_COMBAT_STRENGTH_TOOLTIP]Combat Strength[/TIP] for Units that are on or adjacent to a Lake. +1 [icon:UNIT_MOVEMENT_ICON] Movement for embarked Units.,+8 Combat Strength for Units that are on or adjacent to a Lake. +1 Movement for embarked Units.
